id,name,email,phone,website,zip,date
1318,Lina,test@mail.com,123,http://amazon.com,10000,01-01-2026
1319,John,foo@@bar,,https://www.github.com,10000,
1320,Mike,foo@@bar,+21266123,http://amazon.com,90210,
1321,John,foo@@bar,123,htp:/bad,10000,2026-02-30
1322,Mike,test@mail.com,,http://google.com,,01-01-2026
1323,John123,user1323@example.com,123,,ABCDE,01-01-2026
1324,Sara,foo@@bar,123,htp:/bad,90210,
1325,Bob,test@mail.com,+21266123,http://google.com,ABCDE,01-01-2026
1326,@@Mike,,123,http://amazon.com,,2026-08-01
1327,@@Mike,user1327@example.com,,https://openai.com,10000,
1328,,test@mail.com,+212684841543,http://amazon.com,12,2026/13/40
1329,Mike,user1329@example.com,061234,http://google.com,90210,
1330,John123,,123,https://google.com,90210,2026-02-30
1331,Sara,user1331@example.com,+21266123,http://google.com,,2026-08-01
1332,Alice,bademail,061234,https://openai.com,ABCDE,2026/13/40
1333,@@Mike,user1333@example.com,+21266123,htp:/bad,ABCDE,2026-02-30
1334,@@Mike,,+212657521148,https://openai.com,10000,2026-08-01
1335,Lina,user1335@example.com,,https://openai.com,,01-01-2026
1336,Lina,foo@@bar,123,https://google.com,12,2026-08-01
1337,Mike,foo@@bar,+212617294279,htp:/bad,12,2026-02-30
1338,,test@mail.com,123,htp:/bad,90210,01-01-2026
1339,John123,,061234,http://google.com,,2026-08-01
1340,John123,user1340@example.com,123,,90210,2026-02-30
1341,Mike,bademail,+212672236095,http://google.com,,
1342,Sara,test@mail.com,+21266123,http://amazon.com,,
1343,,foo@@bar,+21266123,https://google.com,,01-01-2026
1344,,user1344@example.com,,http://amazon.com,,2026/13/40
1345,John123,,+21266123,https://google.com,,01-01-2026
1346,@@Mike,foo@@bar,123,http://amazon.com,,2026-02-30
1347,John123,,+212664341227,https://google.com,,
1348,John,test@mail.com,+21266123,https://openai.com,90210,
1349,,test@mail.com,123,http://google.com,90210,
1350,Sara,user1350@example.com,,https://openai.com,ABCDE,
1351,John,user1351@example.com,+21266123,,90210,2026/13/40
1352,@@Mike,user1352@example.com,,htp:/bad,12,2026-02-30
1353,Bob,user1353@example.com,+212649328714,htp:/bad,10000,01-01-2026
1354,@@Mike,bademail,+212657406197,https://openai.com,ABCDE,2026/13/40
1355,Bob,user1355@example.com,123,https://openai.com,10000,2026/13/40
1356,John,user1356@example.com,+21266123,http://google.com,10000,01-01-2026
1357,Lina,test@mail.com,+212676229159,htp:/bad,,2026/13/40
1358,Mike,bademail,061234,http://amazon.com,ABCDE,
1359,John,,123,http://google.com,12,
1360,,user1360@example.com,+212666368539,https://google.com,,
1361,Lina,test@mail.com,,http://google.com,,2026-08-01
1362,John123,,+212664822854,http://amazon.com,90210,
1363,John123,user1363@example.com,+21266123,http://amazon.com,12,
1364,John,bademail,+21266123,https://www.github.com,ABCDE,2026-02-30
1365,John123,bademail,,http://google.com,,2026-08-01
1366,Mike,bademail,,http://amazon.com,,01-01-2026
1367,,test@mail.com,123,https://openai.com,12,2026/13/40
1368,Alice,bademail,061234,http://amazon.com,90210,2026-08-01
1369,John,user1369@example.com,+212621203051,http://google.com,10000,2026/13/40
1370,Sara,test@mail.com,,https://openai.com,10000,01-01-2026
1371,Alice,user1371@example.com,123,htp:/bad,,2026-02-30
1372,Alice,,+212664204751,https://www.github.com,,01-01-2026
1373,Alice,bademail,,http://google.com,10000,2026/13/40
1374,Sara,,123,,12,2026/13/40
1375,Sara,user1375@example.com,+21266123,https://google.com,ABCDE,2026-02-30
1376,,test@mail.com,+212675513626,htp:/bad,ABCDE,01-01-2026
1377,John,user1377@example.com,061234,https://openai.com,ABCDE,01-01-2026
1378,Bob,foo@@bar,123,htp:/bad,ABCDE,2026-08-01
1379,Mike,user1379@example.com,061234,,,2026-02-30
1380,,bademail,+212624336583,https://google.com,10000,
1381,John123,foo@@bar,+21266123,http://google.com,ABCDE,
1382,Sara,test@mail.com,,htp:/bad,90210,2026-08-01
1383,,bademail,,https://openai.com,ABCDE,2026-02-30
1384,John,,+21266123,http://google.com,,2026/13/40
1385,Bob,user1385@example.com,061234,https://google.com,,2026-08-01
1386,Mike,foo@@bar,+21266123,http://amazon.com,12,2026-02-30
1387,John,,+212658151058,,10000,2026-08-01
1388,Mike,test@mail.com,061234,https://google.com,90210,
1389,Mike,,061234,https://www.github.com,90210,2026/13/40
1390,Sara,test@mail.com,+212623505906,https://www.github.com,12,2026-02-30
1391,Sara,bademail,123,http://google.com,12,2026-02-30
1392,@@Mike,,,https://openai.com,,2026-02-30
1393,@@Mike,bademail,061234,https://openai.com,,
1394,Sara,foo@@bar,,https://www.github.com,10000,
1395,Sara,user1395@example.com,+21266123,http://google.com,10000,2026-02-30
1396,John,bademail,+21266123,https://www.github.com,90210,2026/13/40
1397,Mike,foo@@bar,+21266123,http://google.com,,2026-02-30
1398,John,bademail,+212633740540,,,01-01-2026
1399,Alice,user1399@example.com,061234,htp:/bad,,01-01-2026
1400,Lina,user1400@example.com,+21266123,htp:/bad,12,2026-08-01
1401,Mike,user1401@example.com,061234,https://openai.com,,01-01-2026
1402,Sara,test@mail.com,+21266123,http://amazon.com,90210,2026-02-30
1403,Lina,,123,https://www.github.com,90210,2026-02-30
1404,@@Mike,test@mail.com,+21266123,https://www.github.com,ABCDE,2026-02-30
1405,Lina,test@mail.com,,htp:/bad,ABCDE,01-01-2026
1406,Alice,foo@@bar,,,ABCDE,2026-02-30
1407,Lina,,123,http://amazon.com,12,2026-02-30
1408,Bob,bademail,+21266123,https://openai.com,ABCDE,2026/13/40
1409,John123,test@mail.com,123,http://google.com,,
1410,Bob,user1410@example.com,,http://amazon.com,ABCDE,
1411,Mike,test@mail.com,,http://google.com,90210,
1412,John123,bademail,061234,,ABCDE,2026/13/40
1413,@@Mike,,,http://amazon.com,ABCDE,2026/13/40
1414,John,,+21266123,htp:/bad,,01-01-2026
1415,Bob,user1415@example.com,123,http://amazon.com,90210,2026/13/40
1416,Mike,bademail,+212647002240,http://amazon.com,90210,2026/13/40
1417,Bob,bademail,123,https://google.com,ABCDE,01-01-2026
1418,,foo@@bar,,http://amazon.com,,2026-08-01
1419,Lina,user1419@example.com,+212618396092,https://google.com,,2026-08-01
1420,Sara,bademail,,htp:/bad,12,
1421,Sara,foo@@bar,+212657126574,htp:/bad,12,2026/13/40
1422,,foo@@bar,061234,http://amazon.com,ABCDE,01-01-2026
1423,Mike,user1423@example.com,061234,https://google.com,12,2026/13/40
1424,Bob,bademail,061234,htp:/bad,ABCDE,2026-08-01
1425,Alice,test@mail.com,+212673258239,https://www.github.com,ABCDE,2026/13/40
1426,Mike,user1426@example.com,+212657675076,https://google.com,10000,2026/13/40
1427,Alice,,+21266123,https://google.com,,2026-02-30
1428,Mike,user1428@example.com,061234,https://openai.com,90210,2026-08-01
1429,John123,,061234,,10000,2026-08-01
1430,Mike,bademail,123,htp:/bad,,
1431,Lina,user1431@example.com,,http://google.com,90210,
1432,Alice,foo@@bar,061234,https://www.github.com,90210,2026-08-01
1433,John,user1433@example.com,061234,http://google.com,,2026-08-01
1434,Mike,foo@@bar,+21266123,http://amazon.com,ABCDE,
1435,,bademail,061234,https://www.github.com,90210,2026/13/40
1436,John123,test@mail.com,+212688196893,https://openai.com,12,
1437,Lina,user1437@example.com,123,,,2026/13/40
1438,John123,foo@@bar,123,,,01-01-2026
1439,John123,bademail,123,http://amazon.com,10000,2026-08-01
1440,@@Mike,user1440@example.com,+21266123,https://openai.com,90210,
1441,,test@mail.com,,https://openai.com,ABCDE,
1442,@@Mike,user1442@example.com,+212617199995,http://google.com,12,2026/13/40
1443,Bob,,,https://openai.com,12,2026/13/40
1444,Lina,user1444@example.com,061234,https://google.com,,2026-02-30
1445,Lina,user1445@example.com,123,https://openai.com,,
1446,Sara,foo@@bar,123,http://google.com,12,2026-08-01
1447,Sara,user1447@example.com,,http://amazon.com,10000,2026-08-01
1448,@@Mike,bademail,+21266123,https://openai.com,90210,2026/13/40
1449,Lina,foo@@bar,+21266123,https://openai.com,ABCDE,2026-08-01
1450,Mike,bademail,+21266123,https://www.github.com,ABCDE,
1451,Lina,user1451@example.com,061234,https://google.com,,2026/13/40
1452,,bademail,,,90210,
1453,@@Mike,foo@@bar,+212630001317,https://openai.com,10000,
1454,Mike,user1454@example.com,+212667282754,https://google.com,ABCDE,2026-02-30
1455,Lina,test@mail.com,,http://google.com,90210,2026/13/40
1456,John,bademail,061234,htp:/bad,ABCDE,2026-08-01
1457,Sara,bademail,061234,htp:/bad,10000,2026-08-01
1458,Sara,user1458@example.com,061234,,90210,2026-02-30
1459,John123,foo@@bar,+21266123,https://www.github.com,ABCDE,01-01-2026
1460,Sara,foo@@bar,123,https://www.github.com,12,2026/13/40
1461,Sara,user1461@example.com,061234,https://www.github.com,,2026/13/40
1462,Mike,bademail,,http://google.com,10000,01-01-2026
1463,Sara,user1463@example.com,+212666906621,https://google.com,12,2026-08-01
1464,Mike,bademail,061234,https://openai.com,10000,2026-08-01
1465,John123,,123,,ABCDE,01-01-2026
1466,John123,bademail,061234,http://amazon.com,10000,2026-02-30
1467,John,test@mail.com,+212633760499,htp:/bad,90210,2026-08-01
1468,Lina,,,https://www.github.com,ABCDE,
1469,John123,user1469@example.com,123,https://google.com,,01-01-2026
1470,Mike,user1470@example.com,+212632580838,https://openai.com,90210,2026-08-01
1471,@@Mike,test@mail.com,,https://www.github.com,ABCDE,2026/13/40
1472,Alice,,123,https://google.com,90210,
1473,Mike,user1473@example.com,+21266123,http://amazon.com,,2026/13/40
1474,Sara,,+212659587336,http://amazon.com,ABCDE,2026-08-01
1475,Sara,bademail,+21266123,htp:/bad,12,2026/13/40
1476,Sara,user1476@example.com,+21266123,https://openai.com,90210,2026-08-01
1477,Alice,test@mail.com,+212662860393,htp:/bad,10000,
1478,,,,https://openai.com,90210,
1479,Sara,user1479@example.com,123,https://google.com,ABCDE,2026-08-01
1480,Bob,bademail,+21266123,,90210,
1481,Lina,user1481@example.com,,,90210,2026-02-30
1482,Mike,user1482@example.com,+21266123,https://google.com,90210,
1483,@@Mike,bademail,+212622864614,https://google.com,,2026/13/40
1484,Mike,,+212619414764,https://openai.com,ABCDE,2026-08-01
1485,Bob,user1485@example.com,123,https://openai.com,,
1486,Alice,test@mail.com,+212637587939,http://google.com,12,01-01-2026
1487,Sara,user1487@example.com,123,http://amazon.com,ABCDE,2026-08-01
1488,,foo@@bar,+212663781370,https://www.github.com,10000,2026/13/40
1489,@@Mike,,123,htp:/bad,90210,01-01-2026
1490,Lina,user1490@example.com,061234,http://amazon.com,ABCDE,2026-02-30
1491,John123,,+212677782666,https://openai.com,12,2026-02-30
1492,Sara,user1492@example.com,+21266123,htp:/bad,ABCDE,2026-08-01
1493,Bob,foo@@bar,,,90210,2026-02-30
1494,John,,123,https://google.com,,2026-02-30
1495,,foo@@bar,,https://www.github.com,ABCDE,2026-02-30
1496,Lina,bademail,061234,http://amazon.com,12,01-01-2026
1497,Mike,foo@@bar,123,https://google.com,10000,2026-08-01
1498,John,bademail,+212665202257,http://google.com,,01-01-2026
1499,Bob,user1499@example.com,,htp:/bad,ABCDE,01-01-2026
1500,Sara,,,http://amazon.com,,01-01-2026
1501,Sara,foo@@bar,+212678311502,https://google.com,12,
1502,Sara,user1502@example.com,123,http://google.com,90210,01-01-2026
1503,Lina,bademail,+21266123,htp:/bad,12,01-01-2026
1504,Lina,user1504@example.com,+212613041475,htp:/bad,ABCDE,2026-08-01
1505,Sara,test@mail.com,061234,https://openai.com,10000,
1506,,user1506@example.com,061234,,,2026/13/40
1507,Lina,foo@@bar,+212619342285,http://amazon.com,,2026-08-01
1508,@@Mike,user1508@example.com,+212610354275,htp:/bad,10000,01-01-2026
1509,@@Mike,user1509@example.com,+21266123,http://amazon.com,90210,2026-02-30
1510,Bob,user1510@example.com,061234,https://google.com,90210,01-01-2026
1511,Mike,foo@@bar,123,http://amazon.com,ABCDE,01-01-2026
1512,John,test@mail.com,061234,htp:/bad,10000,01-01-2026
1513,,test@mail.com,123,http://google.com,90210,2026/13/40
1514,Lina,,+212698974654,https://openai.com,90210,
1515,Mike,user1515@example.com,123,https://www.github.com,,
1516,Bob,test@mail.com,061234,http://google.com,12,01-01-2026
1517,Sara,foo@@bar,+212649394802,http://amazon.com,90210,01-01-2026
1518,John,,+212690165422,htp:/bad,,2026/13/40
1519,Mike,,123,https://openai.com,,2026-02-30
1520,John123,bademail,061234,,90210,2026/13/40
1521,John,,061234,https://www.github.com,12,01-01-2026
1522,John123,,061234,https://openai.com,ABCDE,2026/13/40
1523,@@Mike,user1523@example.com,+21266123,htp:/bad,ABCDE,2026-02-30
1524,@@Mike,user1524@example.com,+21266123,https://google.com,,01-01-2026
1525,Mike,test@mail.com,,http://google.com,12,
1526,Mike,foo@@bar,061234,https://www.github.com,12,2026-02-30
1527,Lina,test@mail.com,061234,https://www.github.com,12,2026/13/40
1528,John123,,061234,https://openai.com,12,2026-08-01
1529,Sara,user1529@example.com,123,htp:/bad,12,2026-02-30
1530,Sara,test@mail.com,+21266123,https://google.com,12,2026/13/40
1531,Mike,,+21266123,https://openai.com,,2026-08-01
1532,@@Mike,user1532@example.com,+212620749671,http://google.com,12,
1533,,bademail,+21266123,https://google.com,10000,2026-02-30
1534,Sara,user1534@example.com,+21266123,https://www.github.com,90210,2026-02-30
1535,Alice,user1535@example.com,+212650215818,https://openai.com,,
1536,Alice,user1536@example.com,123,https://openai.com,10000,01-01-2026
1537,Lina,,+21266123,,90210,2026-02-30
1538,,foo@@bar,,https://openai.com,90210,2026/13/40
1539,Lina,,+21266123,http://amazon.com,12,
1540,Lina,,+212620818119,https://openai.com,90210,01-01-2026
1541,@@Mike,user1541@example.com,+21266123,https://openai.com,ABCDE,
1542,Mike,user1542@example.com,,http://amazon.com,10000,2026-02-30
1543,@@Mike,bademail,+21266123,http://google.com,90210,2026/13/40
1544,Bob,foo@@bar,061234,http://amazon.com,ABCDE,2026/13/40
1545,Mike,,061234,https://openai.com,,2026-08-01
1546,Alice,test@mail.com,123,,10000,01-01-2026
1547,Sara,test@mail.com,123,http://google.com,12,01-01-2026
1548,Alice,user1548@example.com,061234,,10000,2026-02-30
1549,@@Mike,bademail,123,https://www.github.com,ABCDE,2026/13/40
1550,Bob,test@mail.com,+212688535846,https://www.github.com,,
1551,Lina,foo@@bar,,https://google.com,12,
1552,@@Mike,user1552@example.com,,http://amazon.com,ABCDE,2026/13/40
1553,John123,user1553@example.com,123,https://www.github.com,90210,
1554,Sara,test@mail.com,+21266123,http://amazon.com,ABCDE,
1555,Mike,bademail,+21266123,https://openai.com,12,2026/13/40
1556,John123,test@mail.com,+212666868815,http://google.com,ABCDE,2026-02-30
1557,Alice,bademail,+21266123,http://amazon.com,90210,2026/13/40
1558,Mike,test@mail.com,+21266123,,90210,2026-02-30
1559,@@Mike,user1559@example.com,+212631423416,http://google.com,90210,01-01-2026
1560,Mike,user1560@example.com,061234,https://google.com,10000,2026/13/40
1561,John,bademail,+212666583541,https://openai.com,,
1562,John123,user1562@example.com,+212694795016,http://google.com,ABCDE,2026/13/40
1563,Bob,test@mail.com,,https://www.github.com,12,01-01-2026
1564,,test@mail.com,+212612204013,https://google.com,,
1565,Lina,foo@@bar,+21266123,https://openai.com,ABCDE,
1566,Sara,bademail,061234,,ABCDE,01-01-2026
1567,John123,user1567@example.com,+21266123,https://www.github.com,,
1568,Bob,user1568@example.com,+212671449213,htp:/bad,,2026/13/40
1569,John,user1569@example.com,123,http://amazon.com,90210,
1570,Lina,bademail,+212625966837,https://openai.com,,2026/13/40
1571,Lina,user1571@example.com,061234,http://google.com,10000,2026-02-30
1572,Sara,,+212679150540,htp:/bad,ABCDE,2026-08-01
1573,Alice,user1573@example.com,061234,http://google.com,10000,
1574,Sara,bademail,123,https://google.com,ABCDE,01-01-2026
1575,,bademail,+212666274962,https://www.github.com,10000,2026-02-30
1576,Sara,,,https://openai.com,12,2026-02-30
1577,John123,,061234,htp:/bad,90210,01-01-2026
1578,Bob,bademail,,http://google.com,,01-01-2026
1579,Sara,foo@@bar,123,http://amazon.com,,
1580,John123,test@mail.com,,http://amazon.com,90210,2026-08-01
1581,Mike,test@mail.com,+21266123,https://www.github.com,10000,2026-02-30
1582,@@Mike,,+21266123,,10000,2026/13/40
1583,Bob,bademail,+21266123,htp:/bad,90210,2026/13/40
1584,@@Mike,user1584@example.com,+21266123,http://amazon.com,,2026/13/40
1585,Alice,user1585@example.com,+212681679523,http://google.com,12,01-01-2026
1586,,test@mail.com,123,https://www.github.com,90210,2026-02-30
1587,,user1587@example.com,061234,http://google.com,12,
1588,John,bademail,,htp:/bad,,2026-02-30
1589,John123,user1589@example.com,+212674980187,,10000,2026-08-01
1590,Lina,bademail,+21266123,https://google.com,,
1591,Sara,,+212643074021,,10000,2026-08-01
1592,Lina,,061234,htp:/bad,12,
1593,Sara,,+21266123,http://amazon.com,10000,2026-02-30
1594,Lina,bademail,061234,https://openai.com,ABCDE,2026-08-01
1595,Sara,,+21266123,,10000,01-01-2026
1596,,test@mail.com,,https://openai.com,12,2026-08-01
1597,Bob,user1597@example.com,+21266123,http://google.com,,2026-02-30
1598,Mike,bademail,061234,https://www.github.com,90210,2026-02-30
1599,,test@mail.com,,http://google.com,,2026-08-01
1600,Mike,test@mail.com,123,https://openai.com,90210,2026-02-30
1601,John,user1601@example.com,,htp:/bad,,2026-08-01
1602,Alice,user1602@example.com,,htp:/bad,10000,2026-08-01
1603,John,bademail,+21266123,https://google.com,10000,01-01-2026
1604,Alice,,123,http://amazon.com,12,2026-02-30
1605,Bob,user1605@example.com,,http://google.com,,2026-08-01
1606,Lina,bademail,+21266123,htp:/bad,,2026/13/40
1607,John123,bademail,123,htp:/bad,ABCDE,2026/13/40
1608,@@Mike,test@mail.com,+21266123,,ABCDE,2026/13/40
1609,John,foo@@bar,061234,https://www.github.com,12,2026-08-01
1610,Lina,bademail,,https://www.github.com,ABCDE,01-01-2026
1611,Bob,foo@@bar,+212627622345,htp:/bad,12,2026/13/40
1612,Lina,user1612@example.com,+21266123,https://google.com,90210,2026/13/40
1613,Lina,foo@@bar,061234,https://google.com,,2026-08-01
1614,Lina,foo@@bar,061234,htp:/bad,10000,01-01-2026
1615,@@Mike,test@mail.com,,https://google.com,ABCDE,01-01-2026
1616,Alice,,,htp:/bad,90210,2026-02-30
1617,Sara,test@mail.com,061234,htp:/bad,ABCDE,2026/13/40
1618,Alice,bademail,123,https://openai.com,12,2026-08-01
1619,Sara,,,http://amazon.com,12,2026-08-01
1620,,bademail,123,https://www.github.com,10000,2026/13/40
1621,Bob,user1621@example.com,+21266123,https://openai.com,12,2026-08-01
1622,@@Mike,,+212699310537,,ABCDE,2026-08-01
1623,Mike,foo@@bar,+212683944081,https://openai.com,12,01-01-2026
1624,John123,user1624@example.com,123,https://google.com,10000,
1625,John,bademail,061234,http://amazon.com,,2026/13/40
1626,Bob,bademail,,http://amazon.com,10000,01-01-2026
1627,Sara,user1627@example.com,061234,htp:/bad,,2026-02-30
1628,@@Mike,test@mail.com,,https://openai.com,ABCDE,
1629,Mike,test@mail.com,061234,http://amazon.com,ABCDE,
1630,@@Mike,user1630@example.com,+21266123,,10000,2026-02-30
1631,Sara,user1631@example.com,123,https://www.github.com,12,2026-08-01
1632,@@Mike,test@mail.com,,https://openai.com,,2026/13/40
1633,Alice,,+21266123,https://google.com,10000,2026-08-01
1634,John123,,123,http://google.com,ABCDE,
1635,John123,user1635@example.com,+21266123,,ABCDE,2026-02-30
1636,John123,test@mail.com,+21266123,htp:/bad,ABCDE,2026-02-30
1637,Alice,user1637@example.com,123,https://www.github.com,10000,
1638,,,+212654321760,https://www.github.com,90210,2026-08-01
1639,@@Mike,test@mail.com,123,http://amazon.com,90210,2026-08-01
1640,Bob,user1640@example.com,061234,https://www.github.com,ABCDE,01-01-2026
1641,John123,foo@@bar,+212672051048,,ABCDE,01-01-2026
1642,,,123,http://google.com,90210,2026/13/40
1643,John,user1643@example.com,+212618793327,,10000,
1644,Sara,,+21266123,htp:/bad,10000,2026-02-30
1645,John123,,+21266123,https://openai.com,12,2026-08-01
1646,,test@mail.com,,http://google.com,90210,01-01-2026
1647,Bob,,123,htp:/bad,10000,2026-02-30
1648,Alice,test@mail.com,061234,http://google.com,90210,2026/13/40
1649,Alice,user1649@example.com,061234,https://openai.com,90210,2026/13/40
1650,Mike,,061234,htp:/bad,12,
1651,Sara,user1651@example.com,+21266123,http://amazon.com,10000,2026/13/40
1652,Sara,test@mail.com,123,https://openai.com,,01-01-2026
1653,@@Mike,user1653@example.com,+212643471698,https://google.com,,2026-02-30
1654,John123,user1654@example.com,+212696489642,https://google.com,10000,2026/13/40
1655,John,user1655@example.com,061234,https://openai.com,12,2026/13/40
1656,Lina,test@mail.com,123,,90210,2026-08-01
1657,Sara,,123,http://google.com,,2026-08-01
1658,Bob,test@mail.com,123,htp:/bad,ABCDE,2026/13/40
1659,Sara,foo@@bar,+21266123,,90210,2026/13/40
1660,John,bademail,+21266123,htp:/bad,ABCDE,01-01-2026
1661,John,user1661@example.com,+212633397435,https://openai.com,ABCDE,2026-08-01
1662,Sara,user1662@example.com,+21266123,http://amazon.com,12,2026/13/40
1663,,,123,http://amazon.com,ABCDE,2026/13/40
1664,Sara,user1664@example.com,061234,https://www.github.com,ABCDE,01-01-2026
1665,John123,user1665@example.com,123,http://google.com,,
1666,@@Mike,,+21266123,http://amazon.com,ABCDE,2026-02-30
1667,Alice,,123,http://google.com,ABCDE,01-01-2026
1668,Lina,foo@@bar,+212632214299,htp:/bad,10000,
1669,Mike,user1669@example.com,+212640952726,https://google.com,12,2026/13/40
1670,John123,bademail,061234,https://google.com,10000,2026-02-30
1671,Alice,foo@@bar,123,http://amazon.com,12,01-01-2026
1672,John,test@mail.com,061234,http://google.com,90210,
1673,Lina,user1673@example.com,123,,10000,2026-02-30
1674,John,user1674@example.com,+212635509073,https://google.com,12,2026/13/40
1675,Sara,user1675@example.com,,http://google.com,90210,2026-08-01
1676,@@Mike,user1676@example.com,123,https://www.github.com,ABCDE,2026/13/40
1677,Alice,test@mail.com,+212697903485,http://google.com,90210,
1678,@@Mike,bademail,061234,https://google.com,90210,2026-08-01
1679,Lina,,,https://openai.com,ABCDE,01-01-2026
1680,Alice,user1680@example.com,061234,https://www.github.com,90210,2026-02-30
1681,@@Mike,user1681@example.com,,,ABCDE,01-01-2026
1682,,user1682@example.com,061234,https://www.github.com,10000,2026/13/40
1683,Bob,bademail,+21266123,http://google.com,10000,2026-08-01
1684,Lina,bademail,061234,http://google.com,,01-01-2026
1685,Alice,user1685@example.com,+212655748413,https://www.github.com,,2026-08-01
1686,John,,+21266123,,90210,
1687,Alice,,061234,htp:/bad,ABCDE,01-01-2026
1688,John123,test@mail.com,123,https://google.com,,2026-02-30
1689,Alice,foo@@bar,123,http://google.com,90210,
1690,John,test@mail.com,,https://openai.com,10000,2026/13/40
1691,@@Mike,test@mail.com,+212652510139,https://google.com,10000,2026/13/40
1692,Mike,,123,htp:/bad,,2026-08-01
1693,,,,htp:/bad,90210,2026-08-01
1694,Sara,bademail,+212652521395,http://google.com,ABCDE,01-01-2026
1695,,foo@@bar,061234,htp:/bad,10000,
1696,,test@mail.com,+21266123,http://google.com,10000,2026-02-30
1697,Alice,,+212619210984,https://openai.com,,
1698,Bob,foo@@bar,+212630012471,https://www.github.com,ABCDE,2026/13/40
1699,Alice,user1699@example.com,,htp:/bad,,01-01-2026
1700,Alice,user1700@example.com,+21266123,http://amazon.com,,
1701,John123,user1701@example.com,061234,https://google.com,90210,2026/13/40
1702,Sara,user1702@example.com,+21266123,https://www.github.com,90210,
1703,Mike,bademail,061234,http://amazon.com,10000,01-01-2026
1704,Sara,test@mail.com,+21266123,https://google.com,90210,2026-02-30
1705,John,user1705@example.com,061234,http://amazon.com,ABCDE,2026-08-01
1706,John,foo@@bar,061234,htp:/bad,90210,2026/13/40
1707,Bob,,+21266123,http://amazon.com,10000,2026-02-30
1708,Bob,foo@@bar,+212679038253,http://google.com,12,2026/13/40
1709,Bob,bademail,123,https://openai.com,90210,01-01-2026
1710,John123,test@mail.com,+21266123,http://amazon.com,,
1711,Sara,foo@@bar,,,12,01-01-2026
1712,Lina,test@mail.com,061234,http://google.com,,
1713,Alice,test@mail.com,061234,https://openai.com,,01-01-2026
1714,Lina,bademail,061234,https://www.github.com,,2026/13/40
1715,John,user1715@example.com,+21266123,htp:/bad,12,2026/13/40
1716,Sara,user1716@example.com,+21266123,https://www.github.com,10000,2026-02-30
1717,Sara,test@mail.com,123,,,2026-02-30
1718,Sara,foo@@bar,+212630636599,https://www.github.com,ABCDE,2026-02-30
1719,Bob,bademail,,http://amazon.com,,01-01-2026
1720,Mike,user1720@example.com,123,http://amazon.com,12,2026-02-30
1721,John,bademail,,https://www.github.com,12,01-01-2026
1722,Lina,user1722@example.com,,https://www.github.com,10000,2026-02-30
1723,Lina,user1723@example.com,123,,10000,2026-08-01
1724,@@Mike,bademail,061234,htp:/bad,90210,01-01-2026
1725,@@Mike,test@mail.com,,https://www.github.com,12,2026-02-30
1726,@@Mike,bademail,123,https://www.github.com,ABCDE,
1727,,,123,http://amazon.com,ABCDE,
1728,Mike,bademail,123,https://google.com,12,01-01-2026
1729,Sara,,061234,http://amazon.com,,2026-08-01
1730,@@Mike,foo@@bar,,https://openai.com,10000,2026-08-01
1731,Sara,user1731@example.com,,http://amazon.com,12,2026-02-30
1732,Sara,foo@@bar,,https://google.com,10000,2026-02-30
1733,Alice,bademail,123,https://google.com,,2026-02-30
1734,,user1734@example.com,+212678226356,htp:/bad,10000,01-01-2026
1735,@@Mike,bademail,123,https://openai.com,90210,01-01-2026
1736,@@Mike,test@mail.com,+212687394246,htp:/bad,12,2026-02-30
1737,John123,test@mail.com,123,http://amazon.com,90210,2026/13/40
1738,,test@mail.com,061234,htp:/bad,,01-01-2026
1739,John123,user1739@example.com,+21266123,,12,2026-02-30
1740,@@Mike,foo@@bar,061234,https://google.com,ABCDE,2026/13/40
1741,John123,user1741@example.com,+212651452459,http://google.com,12,2026/13/40
1742,John,user1742@example.com,,https://google.com,,2026-02-30
1743,Lina,user1743@example.com,+212665667122,http://google.com,,
1744,,,+21266123,http://google.com,10000,01-01-2026
1745,John123,user1745@example.com,+212649232487,http://google.com,10000,2026/13/40
1746,Lina,user1746@example.com,+21266123,https://openai.com,10000,2026-08-01
1747,@@Mike,user1747@example.com,123,https://google.com,12,01-01-2026
1748,Sara,user1748@example.com,+212664605459,https://openai.com,ABCDE,
1749,,test@mail.com,123,https://openai.com,12,2026/13/40
1750,Sara,test@mail.com,123,http://google.com,90210,2026-08-01
1751,John123,test@mail.com,+212666951581,https://google.com,90210,2026-08-01
1752,Sara,test@mail.com,061234,https://www.github.com,ABCDE,2026/13/40
1753,Sara,bademail,,https://www.github.com,,
1754,Bob,foo@@bar,,htp:/bad,10000,
1755,John123,foo@@bar,061234,http://google.com,90210,2026-02-30
1756,,bademail,123,https://www.github.com,12,2026-02-30
1757,John123,user1757@example.com,123,https://www.github.com,10000,
1758,John,user1758@example.com,061234,http://google.com,ABCDE,2026-02-30
1759,Mike,,+21266123,https://google.com,,01-01-2026
1760,John123,foo@@bar,061234,https://openai.com,90210,2026/13/40
1761,Mike,user1761@example.com,123,http://amazon.com,90210,
1762,John123,,,https://www.github.com,,2026/13/40
1763,Lina,user1763@example.com,+21266123,http://google.com,ABCDE,2026/13/40
1764,Alice,user1764@example.com,061234,http://google.com,ABCDE,2026-08-01
1765,Lina,,,,12,2026-02-30
1766,Bob,user1766@example.com,+21266123,,10000,2026/13/40
1767,Lina,test@mail.com,+21266123,http://amazon.com,,
1768,@@Mike,user1768@example.com,123,http://amazon.com,12,2026-08-01
